date,close,high,low,pre_close,range,change,vol,turnover,Ln,Hn,RSV,Ki,Di,Ji,MA,BIAS,SD,WR,DIF_UP,DIF_DN,DIF,ACD,rsi,DMA,BBI
6/29/21,9018.4183,9100.0616,8993.7663,9059.5944,-41.1761,-0.4545,17719965,43799891352,8946.4208,9100.0616,46.86092496,70.76368366,74.89904682,62.49295734,9029.81658,-0.001262294,90.83642839,53.13907504,24.652,-81.6433,-81.6433,386.5535,0.660034408,234.279088,8928.988823
6/28/21,9059.5944,9099.0716,9024.8113,9035.9046,23.6898,0.2622,16645983,39607666506,8899.1909,9099.0716,80.2496189,82.715063,76.9667284,94.21173222,9022.15474,0.004149747,138.7103538,19.7503811,34.7831,-39.4772,34.7831,628.8641,1,212.680298,8918.448192
6/25/21,9035.9046,9048.5186,8956.4456,9028.4884,7.4162,0.0821,17914063,42452245601,8689.7915,9087.0287,87.13008248,83.94778506,74.09256109,103.658233,8992.8535,0.004787257,170.3499846,12.86991752,79.459,-12.614,79.459,539.0275,1,196.995976,8887.631592
6/24/21,9028.4884,9087.0287,8988.3377,9006.6772,21.8112,0.2422,19377322,44106791625,8550.2158,9087.0287,89.09484105,82.35663635,69.16494911,108.7400108,8929.35488,0.01110198,171.2528273,10.90515895,40.1507,-58.5403,40.1507,548.6916,1,191.153022,8852.123241
6/23/21,9006.6772,9028.6916,8946.4208,8980.1091,26.5681,0.2959,18237630,38095554738,8534.9539,9028.6916,95.54127627,78.98753399,62.5691055,111.824391,8839.21442,0.018945437,172.8322635,4.458723731,60.2564,-22.0144,60.2564,460.0191,1,169.678866,8810.381635
6/22/21,8980.1091,8992.6806,8899.1909,8913.0882,67.0209,0.7519,17262331,36464255932,8513.5814,8992.6806,97.37601315,70.71066285,54.35989125,103.4122061,8745.42538,0.026835026,176.3522801,2.623986849,80.9182,-12.5715,80.9182,583.4143,0.735420246,148.261002,8761.421248
6/21/21,8913.0882,8913.9363,8689.7915,8718.4115,194.6767,2.2329,16963816,36540473449,8513.5814,8913.9363,99.78816295,57.37798771,46.18450545,79.76495222,8688.82384,0.025810669,144.6452724,0.211837048,223.2967,-0.8481,223.2967,549.0222,0.620084841,123.53139,8706.793807
6/18/21,8718.4115,8731.2869,8550.2158,8577.7861,140.6254,1.6394,15389867,34910771213,8513.5814,8909.4114,51.74698734,36.17290008,40.58776432,27.34317161,8660.14088,0.0067286,104.2897512,48.25301266,168.1957,-12.8754,168.1957,225.7847,0.359677254,99.88379,8664.528122
6/17/21,8577.7861,8621.4812,8534.9539,8537.732,40.0541,0.4691,11013896,24582701831,8513.5814,8909.4114,16.22027133,28.38585645,42.79519643,-0.432823511,8689.78948,-0.012889079,115.6488434,83.77972867,42.8322,-43.6951,42.8322,94.9335,0.33545189,88.588106,8662.726775
6/16/21,8537.732,8689.9649,8513.5814,8697.1014,-159.3694,-1.8324,14448815,33752237448,8513.5814,8909.4114,6.10125559,34.46864901,49.99986642,3.406214192,8722.63592,-0.02119817,106.7995689,93.89874441,24.1506,-159.3694,-159.3694,101.1134,0.288506009,95.742756,8687.550294
6/15/21,8697.1014,8758.9391,8679.2199,8769.6734,-72.572,-0.8275,13958599,34464911942,8652.3084,8909.4114,17.42220044,48.65234573,57.76547513,30.42608692,8761.80912,-0.007385201,71.82210651,82.57779956,17.8815,-72.572,-72.572,345.6606,0.504103861,117.89676,8722.839317
6/11/21,8769.6734,8909.4114,8755.4895,8866.6545,-96.9811,-1.0938,17045189,46076879768,8652.3084,8909.4114,45.64902004,64.26741837,62.32203983,68.15817544,8761.61176,0.000920109,65.75325931,54.35097996,14.1839,-139.738,-139.738,454.0284,0.679218723,129.902754,8721.821208
6/10/21,8866.6545,8879.3674,8735.9693,8742.0183,124.6362,1.4257,14810396,40047252453,8564.6024,8879.3674,95.96114562,73.57661753,61.34935056,98.03115146,8740.61094,0.014420452,70.60679515,4.038854383,130.6852,-12.7129,130.6852,791.2761,1,123.381832,8704.939529
6/9/21,8742.0183,8767.247,8700.855,8733.598,8.4203,0.0964,10050349,25156210929,8564.6024,8767.247,87.55027274,62.38435349,55.23571708,76.6816263,8690.0354,0.005981897,67.74109941,12.44972726,41.1633,-25.2287,41.1633,576.7396,0.633490163,110.174962,8673.629419
6/8/21,8733.598,8745.9335,8652.3084,8696.1146,37.4834,0.431,11482480,25447046720,8564.6024,8827.6537,64.24435082,49.80139386,51.66139888,46.08138382,8679.27678,0.006258727,69.71577727,35.75564918,81.2896,-12.3355,81.2896,518.9183,0.394142093,104.262046,8662.240044
6/7/21,8696.1146,8726.0299,8653.2841,8664.6693,31.4453,0.3629,11665940,25467952821,8564.6024,8851.658,45.8141907,42.57991538,52.59140139,22.55694336,8692.58336,0.000406236,69.97595099,54.1858093,42.8305,-29.9153,42.8305,590.2696,0.264051166,97.99916,8649.446108
6/4/21,8664.6693,8710.9883,8564.6024,8613.7768,50.8925,0.5908,11361029,26571704563,8564.6024,8851.658,34.85976236,40.96277772,57.59714439,7.694044371,8722.75658,-0.00665928,91.73408411,65.14023764,100.0669,-46.319,100.0669,478.7028,0.449554773,79.051794,8645.784105
6/3/21,8613.7768,8708.8725,8612.2219,8688.2252,-74.4484,-0.8569,11382815,27224232116,8612.2219,8851.658,0.649400821,44.0142854,65.91432773,0.214200734,8731.69484,-0.013504599,91.92476996,99.35059918,1.5549,-95.0957,-95.0957,269.8425,0.367217458,58.117702,8655.989133
6/2/21,8688.2252,8827.6537,8674.7703,8800.1309,-111.9057,-1.2716,12872802,29080957073,8625.8721,8851.658,27.61602917,65.69672768,76.86434889,43.36148527,8751.93852,-0.007279909,88.73008861,72.38397083,13.4549,-139.4285,-139.4285,420.9808,0.55626635,49.95495,8674.415667
6/1/21,8800.1309,8851.658,8766.0264,8846.9807,-46.8498,-0.5296,14349437,33280737457,8625.8721,8851.658,77.17877866,84.73707694,82.4481595,89.31491183,8744.16202,0.006400714,89.34348554,22.82122134,34.1045,-51.5271,-51.5271,414.5316,0.792834627,31.48212,8669.860586
5/31/21,8846.9807,8846.9807,8686.3134,8709.3606,137.6201,1.5801,13292394,34785339128,8467.1533,8846.9807,100,88.51622608,81.30370077,102.9412767,8714.29682,0.015226,95.16453737,0,160.6673,0,160.6673,440.2987,0.979094612,4.914974,8643.080864
5/28/21,8709.3606,8764.4141,8667.2756,8714.9952,-5.6346,-0.0647,11596404,28992642945,8467.1533,8764.4141,81.47973093,82.77433912,77.69743812,92.92814113,8649.78512,0.00688751,74.52808982,18.52026907,42.085,-55.0535,-55.0535,378.3294,0.967178827,-28.3011,8598.640802
5/27/21,8714.9952,8714.9952,8625.8721,8649.3427,65.6525,0.759,11569714,27626491069,8467.1533,8714.9952,100,83.42164322,75.15898762,99.94695442,8610.02382,0.012191764,70.04405667,0,89.1231,0,89.1231,357.833,0.765454893,-52.519126,8579.20504
5/26/21,8649.3427,8697.8645,8631.9715,8650.8049,-1.4622,-0.0169,14277916,32442956433,8467.1533,8697.8645,78.96859797,75.13246483,71.02765982,83.34207485,8581.4786,0.007908206,57.44472566,21.03140203,17.3712,-48.5218,-48.5218,118.3113,0.738714139,-97.974248,8547.698298
5/25/21,8650.8049,8655.6394,8467.1533,8524.4222,126.3827,1.4826,14228907,34142178579,8467.1533,8655.6394,97.43508938,73.21439826,68.97525731,81.69268016,8558.59498,0.010773955,60.21052103,2.564910622,183.6516,-4.8345,183.6516,241.7687,0.749512874,-131.177936,8524.291837
5/24/21,8524.4222,8558.7349,8477.8961,8510.5541,13.8681,0.163,9976301,22697748006,8443.6884,8615.6006,46.96222839,61.1040527,66.85568684,49.60078443,8534.20724,-0.001146567,68.08144885,53.03777161,46.5261,-34.3127,46.5261,87.4793,0.600743165,-159.588584,8504.217454
5/21/21,8510.5541,8610.4949,8502.3187,8572.2691,-61.715,-0.7199,10374560,24405240144,8443.6884,8615.6006,38.89526165,68.17496485,69.7315039,65.06188675,8528.10136,-0.002057581,86.69485323,61.10473835,8.2354,-99.9408,-99.9408,-25.9374,0.651092909,-181.697966,8500.757778
5/20/21,8572.2691,8615.6006,8545.8406,8534.9246,37.3445,0.4375,11501707,24391161579,8260.5873,8615.6006,87.79440094,82.81481645,70.50977343,107.4249025,8517.60994,0.006417195,102.3785462,12.20559906,37.3445,-43.3315,37.3445,103.6519,1,-202.285232,8490.693609
5/19/21,8534.9246,8564.2233,8485.9125,8528.8662,6.0584,0.071,10029919,22082317544,8248.2683,8564.2233,90.72693896,80.32502421,64.35725192,112.2605688,8455.97786,0.009336205,102.2528129,9.273061037,49.0121,-29.2987,49.0121,221.6089,0.835679425,-224.091088,8472.311555
5/18/21,8528.8662,8541.5992,8443.6884,8493.8928,34.9734,0.4117,11349866,24027933410,8248.2683,8541.5992,95.65916854,75.12406684,56.37336577,112.625469,8412.45506,0.013837951,97.7406854,4.340831464,85.1778,-12.733,85.1778,262.294,0.791242945,-246.637764,8458.731068
5/17/21,8493.8928,8539.973,8469.7164,8458.097,35.7958,0.4232,12365451,29279942634,8181.3277,8539.973,87.15159518,64.85651598,46.99801524,100.5735175,8373.47554,0.014380798,86.00916424,12.84840482,35.7958,-46.0802,35.7958,167.418,0.78992669,-258.433942,8429.007692
5/14/21,8458.097,8458.097,8260.5873,8264.1087,193.9883,2.3474,12794649,27122972119,8181.3277,8458.097,100,53.70897639,38.06876487,84.98939942,8335.07362,0.014759723,91.26931094,0,197.5097,0,197.5097,242.5227,0.622090245,-265.363718,8414.061294
5/13/21,8264.1087,8347.96,8248.2683,8317.3106,-53.2019,-0.6397,11565745,21781297612,8181.3277,8479.4129,27.77091919,30.56346458,30.24865911,31.19307552,8317.57812,-0.006428484,94.05061218,72.22908081,15.8404,-83.8513,-83.8513,-45.6859,0.119934215,-275.039082,8412.729323
5/12/21,8317.3106,8320.13,8250.3382,8333.9686,-16.658,-0.1999,8712095,17446432415,8181.3277,8513.5808,40.92750376,31.95973727,30.09125637,35.69669908,8358.7908,-0.004962464,95.95719724,59.07249624,66.9724,-16.658,-16.658,-149.8785,0.199708508,-256.55713,8438.556556
5/11/21,8333.9686,8343.8192,8181.3277,8301.8832,32.0854,0.3865,11365053,25282733783,8181.3277,8553.3037,41.03514743,27.47585403,29.15701592,24.11353025,8386.63004,-0.006279213,106.6439741,58.96485257,152.6409,-9.8506,152.6409,-218.452,0.129256674,-237.51401,8466.303798
5/10/21,8301.8832,8348.8037,8242.2066,8370.6195,-68.7363,-0.8212,11992253,23143649703,8242.2066,8628.1445,15.46274673,20.69620733,29.99759687,2.093428255,8440.31322,-0.016401052,104.2070159,84.53725327,59.6766,-68.7363,-68.7363,-455.5357,0.039951544,-223.14851,8501.658091
5/7/21,8370.6195,8479.4129,8364.2617,8470.1721,-99.5526,-1.1753,11471912,23712372761,8364.2617,8628.1445,2.409327171,23.31293763,34.64829164,0.642229624,8503.70558,-0.015650363,83.99614672,97.59067283,6.3578,-108.7934,-108.7934,-443.5559,0.251686217,-211.720682,8537.317954
5/6/21,8470.1721,8513.5808,8414.1295,8456.5068,13.6653,0.1616,11930789,28755043262,8395.2811,8628.1445,32.16091494,33.76474286,40.31596864,20.66229131,8538.51176,-0.008003697,71.9776781,67.83908506,56.0426,-43.4087,56.0426,-241.411,0.271519338,-198.455646,8575.512978
4/30/21,8456.5068,8553.3037,8395.2811,8602.3845,-145.8777,-1.6958,13033671,32762590725,8395.2811,8770.5989,16.31302859,34.56665683,43.59158153,16.51680742,8568.5174,-0.013072343,68.3762772,83.68697141,61.2257,-145.8777,-145.8777,-342.9052,0.192203825,-197.653294,8600.987426
4/29/21,8602.3845,8628.1445,8567.6439,8618.845,-16.4605,-0.191,9136348,20144692185,8474.7956,8770.5989,43.13302117,43.69347095,48.10404388,34.87232508,8616.66918,-0.001657796,47.15201104,56.86697883,34.7406,-25.76,-25.76,-144.3487,0.369472597,-208.162008,8621.352073
4/28/21,8618.845,8618.845,8520.147,8544.6504,74.1946,0.8683,8398670,19606626573,8474.7956,8770.5989,48.69769877,43.97369584,50.30933034,31.30242682,8630.85012,-0.001390955,47.97521205,51.30230123,98.698,0,98.698,-222.7606,0.456169583,-235.555256,8619.95924
4/27/21,8544.6504,8619.7929,8474.7956,8620.2003,-75.5499,-0.8764,9837588,20911435205,8474.7956,8770.5989,23.61528759,41.61169437,53.4771476,17.88078791,8635.96892,-0.010574207,50.01249895,76.38471241,69.8548,-75.5499,-75.5499,-218.9586,0.204731544,-262.430144,8627.051963
4/26/21,8620.2003,8770.5989,8608.5983,8697.2657,-77.0654,-0.8861,11793818,26778505016,8608.5983,8770.5989,7.16170187,50.60989776,59.40987421,33.00994485,8666.49236,-0.005341499,59.82216362,92.83829813,11.602,-150.3986,-150.3986,-112.4435,0.319124687,-286.64974,8648.917536
4/23/21,8697.2657,8714.734,8622.3301,8673.2892,23.9765,0.2764,11997840,23270209736,8534.1548,8746.4739,76.82346996,72.3339957,63.80986244,89.38226223,8680.34356,0.001949478,94.48493198,23.17653004,74.9356,-17.4683,74.9356,232.3705,0.801360455,-306.773984,8652.850172
4/22/21,8673.2892,8700.2917,8643.927,8644.439,28.8502,0.3337,10064615,19697865186,8450.2725,8746.4739,75.29225048,70.08925858,59.54779581,91.17218412,8648.88436,0.002821733,98.17863916,24.70774952,29.3622,-27.0025,29.3622,93.7877,0.82465358,-317.198254,8647.173776
4/21/21,8644.439,8711.3296,8611.8018,8697.2676,-52.8286,-0.6074,9965042,23426945070,8402.3826,8746.4739,70.34656209,67.48776263,54.27706442,93.90915904,8610.64154,0.00392508,98.05887601,29.65343791,32.6372,-66.8906,-66.8906,-123.5138,0.777592849,-324.222026,8646.502075
4/20/21,8697.2676,8746.4739,8667.6191,8689.4563,7.8113,0.0899,10828553,25804720822,8380.8728,8746.4739,86.54098688,66.05836289,47.67171532,102.831658,8580.1084,0.013654746,100.3206418,13.45901312,29.6485,-49.2063,29.6485,-212.8708,0.969942623,-324.36139,8631.108364
4/19/21,8689.4563,8695.7518,8534.1548,8539.9697,149.4866,1.7504,11571311,25320919588,8375.0968,8695.7518,98.03667493,55.8170509,38.47839153,90.49436964,8519.49598,0.019949575,129.277932,1.963325069,155.3015,-6.2955,155.3015,-99.3854,0.758134239,-320.81515,8606.229583
4/16/21,8539.9697,8554.0765,8450.2725,8482.0751,57.8946,0.6826,8928878,18164921635,8375.0968,8666.5091,56.57719321,34.70723888,29.80906185,44.50359296,8477.96508,0.007313621,143.8756863,43.42280679,89.6972,-14.1068,89.6972,-334.4915,0.357483336,-325.338882,8589.768346
4/15/21,8482.0751,8485.6419,8402.3826,8491.7733,-9.6982,-0.1142,8190233,19212303442,8375.0968,8755.0772,28.15363635,23.77226172,27.35997333,16.59683851,8503.94028,-0.002571182,146.6284643,71.84636365,79.6925,-9.6982,-9.6982,-348.7205,0.234141133,-321.043312,8593.190339
4/14/21,8491.7733,8495.233,8380.8728,8394.2055,97.5678,1.1623,7298416,16155785387,8375.0968,8769.1662,29.60810964,21.58157441,29.15382913,6.437064974,8549.96014,-0.00680551,149.3131343,70.39189036,110.9005,-3.4597,110.9005,-216.6479,0.200058522,-321.473546,8614.517779
4/13/21,8394.2055,8484.9044,8375.0968,8481.8018,-87.5963,-1.0328,8430544,16196494280,8375.0968,8849.4537,4.028338156,17.5683068,32.93995649,-13.17499258,8610.92892,-0.025168414,147.1221519,95.97166184,19.1087,-90.6989,-90.6989,-247.7858,0,-311.404708,8650.145068
4/12/21,8481.8018,8666.5091,8452.1115,8669.8457,-188.0439,-2.1689,11962871,26475175657,8452.1115,8871.3843,7.081379951,24.33829112,40.62578134,-8.23668931,8702.76256,-0.025389726,113.7449196,92.91862005,29.6903,-188.0439,-188.0439,-231.1551,0.200263084,-304.761206,8696.917672
4/9/21,8669.8457,8755.0772,8654.0309,8712.1744,-42.3287,-0.4859,9725681,22312739923,8654.0309,8871.3843,7.276076657,32.96674671,48.76952644,1.36118723,8758.40664,-0.010111536,57.25496555,92.72392334,15.8148,-85.2315,-85.2315,115.8055,0.32372418,-309.060044,8742.133349
4/8/21,8712.1744,8769.1662,8695.6552,8796.6172,-84.4428,-0.9599,11560579,20962648828,8695.6552,8871.3843,9.400378196,45.81208173,56.67091631,24.09441257,8778.88732,-0.007599246,41.71761665,90.5996218,16.5192,-84.4428,-84.4428,398.5615,0.447807602,-346.503212,8767.857599
4/7/21,8796.6172,8849.4537,8733.1039,8853.3737,-56.7565,-0.6411,12782295,24207111432,8681.5912,8871.3843,60.60599674,64.0179335,62.1003336,67.85313329,8784.8577,0.00133861,29.19064764,39.39400326,63.5133,-56.7565,-56.7565,311.7651,0.418875204,-378.138112,8788.004678
4/6/21,8853.3737,8871.3843,8782.9279,8760.0222,93.3515,1.0657,12094212,24571832256,8681.5912,8880.9919,86.14939667,65.72390188,61.14153366,74.88863832,8794.7739,0.006663025,62.04019831,13.85060333,93.3515,-18.0106,93.3515,45.4735,0.603337148,-398.976714,8793.425253
4/2/21,8760.0222,8805.4738,8714.1527,8772.2491,-12.2269,-0.1394,9873309,20466931375,8681.5912,8880.9919,39.33336242,55.51115448,58.85034955,48.83276435,8782.93026,-0.002608248,67.42076967,60.66663758,45.8695,-45.4516,-45.4516,-432.1209,0.482474065,-412.643932,8786.824013
4/1/21,8772.2491,8808.8835,8719.5703,8742.0263,30.2228,0.3457,10334484,22803695285,8591.0018,8880.9919,62.50120263,63.60005051,60.51994708,69.76025738,8784.66612,-0.001413488,67.83615847,37.49879737,52.6788,-36.6344,52.6788,-504.7618,0.747988358,-427.168592,8792.921498
3/31/21,8742.0263,8816.7758,8681.5912,8846.1982,-104.1719,-1.1776,13710016,33185057664,8510.8107,8880.9919,62.46011413,64.14947446,58.97989536,74.48863265,8745.07352,-0.00034845,103.4770158,37.53988587,60.4351,-104.1719,-104.1719,-773.5378,0.629321025,-439.913732,8791.939973
3/30/21,8846.1982,8880.9919,8743.6982,8794.1555,52.0427,0.5918,14250765,33736779631,8510.8107,8880.9919,90.60090032,64.99415462,56.39510581,82.19225224,8723.22362,0.014097378,128.6325406,9.399099684,102.5,-34.7937,102.5,-534.5592,0.566456835,-462.811044,8799.774546
3/29/21,8794.1555,8870.0834,8763.1903,8768.7015,25.454,0.2903,12340860,23609986407,8510.8107,8941.2685,65.82405987,52.19078178,52.09558141,52.38118251,8710.98816,0.009547406,118.1298961,34.17594013,30.9652,-75.9279,30.9652,-504.0149,0.381148946,-496.604492,8783.560396
3/26/21,8768.7015,8794.894,8591.0018,8574.2861,194.4154,2.2674,12962467,26589026380,8510.8107,8944.2421,59.49979628,45.37414273,52.04798123,32.02646572,8740.31664,0.003247578,123.8795232,40.50020372,194.4154,-26.1925,194.4154,-280.817,0.471283977,-527.369854,8774.69987
3/25/21,8574.2861,8637.9333,8510.8107,8632.7768,-58.4907,-0.6775,11445749,19788775830,8510.8107,8944.2421,14.64485499,38.31131595,55.38490048,4.164146899,8749.45152,-0.02002016,124.9874829,85.35514501,63.4754,-63.6472,-63.6472,-619.6934,0.241570384,-554.844462,8779.345904
3/24/21,8632.7768,8820.7161,8603.0823,8785.0209,-152.2441,-1.733,13021650,23690420228,8603.0823,8944.2421,8.70398564,50.14454643,63.92169274,22.59025382,8803.66704,-0.019411257,106.0664849,91.29601436,29.6945,-187.9393,-187.9393,-671.8424,0.372265888,-578.33776,8826.862765
3/23/21,8785.0209,8941.2685,8734.5668,8940.7979,-155.777,-1.7423,13140700,22558879758,8649.7903,8944.2421,45.9262263,70.86482683,70.8102659,70.9739487,8831.54462,-0.005267903,78.28084861,54.0737737,50.4541,-156.2476,-156.2476,-679.4556,0.554993195,-620.358402,8858.867771
3/22/21,8940.7979,8944.2421,8797.664,8814.3759,126.422,1.4343,15508722,26470768595,8649.7903,8944.2421,98.83030092,83.3341271,70.78298543,108.4364104,8823.00942,0.013350148,84.92903215,1.169699081,143.1339,-3.4442,143.1339,-348.2571,0.909366106,-670.743414,8872.597202
3/19/21,8814.3759,8894.1805,8701.4446,8845.3637,-30.9878,-0.3503,14530713,28718513998,8574.3624,8894.1805,75.04687821,75.58604019,64.50741459,97.74329139,8767.63862,0.005330658,70.82285386,24.95312179,112.9313,-79.8046,-79.8046,-766.8197,0.645065269,-700.22451,8860.786723
3/18/21,8845.3637,8872.5717,8769.8955,8772.1647,73.199,0.8344,12568366,24371833146,8574.3624,8872.5717,90.87620674,75.85562118,58.96810179,109.63066,8751.4272,0.010733849,78.24936377,9.123793255,75.4682,-27.208,75.4682,-483.153,0.793415509,-681.422286,8863.875535
3/17/21,8772.1647,8780.9249,8649.7903,8742.3449,29.8198,0.3411,11971198,23057045763,8451.8421,8798.6992,92.35001965,68.3453284,50.5243421,103.987301,8712.22778,0.006879632,75.05384437,7.649980352,122.3744,-8.7602,122.3744,-524.9257,0.838612031,-648.959472,8847.67162
3/16/21,8742.3449,8798.6992,8662.5823,8663.9439,78.401,0.9049,14495203,27177878084,8451.8421,8798.6992,83.75287691,56.34298278,41.61384894,85.80125045,8655.226,0.010065468,178.1486733,16.24712309,79.7626,-56.3543,79.7626,-509.7638,0.767506435,-586.176278,8849.583169
3/15/21,8663.9439,8738.0121,8574.3624,8733.3188,-69.3749,-0.7944,14052853,29371538986,8371.5891,8806.405,67.2364557,42.63803572,34.24928202,59.4155431,8610.19628,0.006242322,296.1030444,32.7635443,89.5815,-74.0682,-74.0682,-265.7012,0.375086226,-526.906754,8858.755866
3/12/21,8733.3188,8735.8749,8574.4021,8649.3666,83.9522,0.9706,15866329,29479735779,8371.5891,9224.4873,42.41182594,30.33882572,30.05490518,30.90666681,8645.45638,0.010162843,345.6967316,57.58817406,158.9167,-2.5561,158.9167,23.9522,0.279902099,-470.947194,8884.678302
3/11/21,8649.3666,8649.3666,8451.8421,8487.1558,162.2108,1.9113,11938196,26128810196,8371.5891,9224.4873,32.56865825,24.30232562,29.91294491,13.08108704,8729.208,-0.009146466,354.6405097,67.43134175,197.5245,0,197.5245,-364.8287,0.180321528,-442.124548,8907.006899
3/10/21,8487.1558,8658.395,8477.9707,8517.1963,-30.0405,-0.3527,12840338,28862764056,8371.5891,9474.2377,10.48082771,20.1691593,32.71825455,-4.929031199,8853.36856,-0.041364228,354.3524107,89.51917229,9.1851,-171.2392,-171.2392,-702.72,0,-391.49795,8980.772905
3/9/21,8517.1963,8806.405,8371.5891,8840.2444,-323.0481,-3.6543,18557314,42646790945,8371.5891,9486.2666,13.06271993,25.0133251,38.99280217,-2.945629062,9053.19072,-0.059205029,320.7635178,86.93728007,145.6072,-323.0481,-323.0481,-758.3579,0.020596866,-317.4823,9105.123459
3/8/21,8840.2444,9224.4873,8838.6337,9152.0769,-311.8325,-3.4072,18234176,42812696814,8838.6337,9526.7884,0.234060742,30.98862768,45.98254071,1.000801601,9242.77998,-0.043551354,224.5035398,99.76593926,1.6107,-384.2429,-384.2429,-266.9839,0.145892143,-234.17704,9238.021723
3/5/21,9152.0769,9221.9702,9064.4509,9270.1694,-118.0925,-1.2739,14494418,33395324834,9064.4509,9526.7884,18.95282126,46.36591114,53.47949723,32.13873896,9349.65754,-0.021132393,137.9045559,81.04717874,87.626,-118.0925,-118.0925,247.2038,0.528130937,-181.867836,9324.764568
3/4/21,9270.1694,9474.2377,9235.7625,9486.2666,-216.0972,-2.278,19983439,44403061795,9077.5138,9526.7884,42.8814805,60.07245608,57.03629028,66.1447877,9343.33598,-0.007830884,131.8878235,57.1185195,34.4069,-216.0972,-216.0972,54.5483,0.508844687,-134.862598,9369.58215
3/3/21,9486.2666,9486.2666,9351.4599,9465.1426,21.124,0.2232,14698200,30799357187,9077.5138,9526.7884,90.98061631,68.66794388,55.51820737,94.96741688,9342.28812,0.015411479,137.3275503,9.019383691,134.8067,0,134.8067,-46.1091,0.657830289,-110.111018,9390.200973
3/2/21,9465.1426,9526.7884,9332.0983,9374.6322,90.5104,0.9655,16142299,38301269217,9077.5138,9526.7884,86.27881478,57.51160766,48.94333912,74.64814473,9307.49412,0.016937801,128.0969388,13.72118522,133.0443,-61.6458,133.0443,-7.7344,0.520632718,-106.344458,9353.886957
3/1/21,9374.6322,9375.7238,9155.2075,9120.4691,254.1631,2.7867,13857149,33726756930,9077.5138,9508.5956,68.92390261,43.1280041,44.65920486,40.06560257,9303.11976,0.007686931,107.6415972,31.07609739,254.1631,-1.0916,254.1631,-442.1032,0.529357273,-104.41406,9325.454728
2/26/21,9120.4691,9221.0968,9077.5138,9264.9301,-144.461,-1.5592,15185622,35930585811,9077.5138,9616.0369,7.976500915,30.23005484,45.42480524,-0.159445961,9296.31496,-0.018915652,105.3992552,92.02349908,42.9553,-144.461,-144.461,-933.2458,0.168962337,-124.607198,9324.705936
2/25/21,9264.9301,9380.7263,9245.9321,9312.2966,-47.3665,-0.5086,16399813,37701096808,9182.8551,9616.0369,18.94701024,41.3568318,53.02218044,18.02613452,9377.51624,-0.012005966,114.0746618,81.05298976,18.998,-115.7962,-115.7962,-678.571,0.389344848,-135.335614,9374.162406
2/24/21,9312.2966,9507.8491,9182.8551,9443.2708,-130.9742,-1.387,18939451,45363478855,9182.8551,9616.0369,29.88156474,52.56174258,58.85485476,39.97551823,9404.38162,-0.009791715,133.6911375,70.11843526,129.4415,-195.5525,-195.5525,-391.6699,0.452555104,-141.426514,9393.074217
2/23/21,9443.2708,9508.5956,9268.3199,9340.6082,102.6626,1.0991,18350221,41051981482,9232.9636,9616.0369,54.89998911,63.9018315,62.00141085,67.70267282,9416.02228,0.002893846,162.7680288,45.10001089,174.9509,-65.3248,174.9509,-25.181,0.622939414,-141.594724,9416.11932
2/22/21,9340.6082,9616.0369,9340.6082,9526.4755,-185.8673,-1.9511,23041572,49266113414,9032.3974,9616.0369,52.80842027,68.4027527,61.05120052,83.10585706,9392.8143,-0.005558089,188.4624399,47.19157973,0,-275.4287,-275.4287,-420.6022,0.745688925,-133.785938,9396.672919
2/19/21,9526.4755,9527.6924,9322.6134,9399.257,127.2185,1.3535,17907840,41482788959,8787.8205,9550.9442,96.79361288,76.19991891,57.37542443,113.8489079,9325.3738,0.021565002,195.4030231,3.206387117,203.8621,-1.2169,203.8621,90.5554,1,-128.331414,9392.322259
2/18/21,9399.257,9550.9442,9365.5615,9370.4999,28.7571,0.3069,16541865,42787199793,8787.8205,9550.9442,80.12285557,65.90307193,47.96317718,101.7828614,9206.9627,0.020885748,207.6219276,19.87714443,33.6955,-151.6872,33.6955,-199.6278,0.760543372,-139.404948,9364.554371
2/10/21,9370.4999,9414.1888,9232.9636,9327.2309,43.269,0.4639,14517645,40429025665,8787.8205,9414.1888,93.02504613,58.79318011,38.99322981,98.3930807,9143.38714,0.024839018,204.5274018,6.974953873,137.5363,-43.6889,137.5363,-495.8281,0.608445491,-120.592292,9337.475579
2/9/21,9327.2309,9337.8316,9032.3974,9003.4057,323.8252,3.5967,16692528,43972219332,8787.8205,9445.7809,81.98219832,41.6772471,29.09325466,66.84523196,9113.06792,0.023500646,185.2601011,18.01780168,323.8252,-10.6007,323.8252,-556.6145,0.458257723,-67.026076,9325.131502
2/8/21,9003.4057,9024.1177,8787.8205,8934.42,68.9857,0.7721,13800211,37283680092,8787.8205,9445.7809,32.76568012,21.52477148,22.80125845,18.97179756,9130.08138,-0.01387454,159.686976,67.23431988,215.5852,-20.712,215.5852,-508.7108,0.276551338,-10.767858,9327.347156
2/5/21,8934.42,9164.2842,8924.8872,9081.3792,-146.9592,-1.6182,15167133,39383232283,8924.8872,9445.7809,1.830085486,15.90431716,23.43950193,0.833947632,9189.49746,-0.027757498,179.6401288,98.16991451,9.5328,-229.8642,-229.8642,-1042.893,0.230561804,101.210184,9388.46794
