date,close,vol,RSV,BIAS,SD,ACD,rsi,DMA,change,change5,change10,change20
2016-03-16,3853.2855,12394898,41.28256679933927,-0.0221593376026142,185.32481993398423,-23.818100000000413,0.5075577637910665,-11.6100159259272,-0.0071709999999999,-0.01744,-0.052242,0.0073439999999999
2016-03-17,3964.0001,15746525,58.68084976654496,0.0046698569394512,174.8496486621498,76.83350000000019,0.5349862783664648,-25.39143000000149,0.0287329999999999,0.0299779999999999,-0.033648,0.0360019999999999
2016-03-18,4100.3142,25058680,80.10197475114465,0.0357525078269354,167.12340739343227,253.0707999999995,0.5717696502135502,-25.42427172413909,0.034388,0.061547,0.0126759999999999,0.0777349999999999
2016-03-21,4183.5693,26076241,93.18512537683458,0.0538757725345408,171.4977632237809,225.86929999999984,0.5609914001169872,-34.41083000000117,0.020305,0.056577,-0.0032479999999999,0.064439
2016-03-22,4165.9611,21258268,90.4180788794156,0.0474437133195871,175.9085984622756,114.58590000000004,0.5459141679102755,-41.19884483871056,-0.004209,0.072046,-0.000322,0.0477499999999999
2016-03-23,4189.5751,21439545,94.12890883307652,0.0512743149688005,181.39741029585048,110.88589999999976,0.547478870810096,-20.069496875000823,0.0056679999999999,0.084885,0.067445,0.0495479999999999
2016-03-24,4069.1319,20981035,75.20182175444599,0.0168484362603089,167.8776254595486,321.69389999999976,0.5970730422678279,0.3267651515147918,-0.028748,0.027404,0.057382,0.092889
2016-03-25,4071.7555,12378473,75.61410825679316,0.0144793444591949,161.99849726248524,237.65160000000012,0.5754632841145575,19.90849117647076,0.000645,-0.006339,0.055208,0.0685349999999999
2016-03-28,4080.0841,15956917,72.47936963298434,0.0118413739562391,146.79329899577752,382.0770000000002,0.6225695651043329,30.40819428571376,0.002045,-0.024599,0.031978,0.103699
2016-03-29,4078.0609,17607798,64.45356056297406,0.0083545389067117,142.22718665836703,183.9629,0.5867918492030321,48.64158388888791,-0.000496,-0.020886,0.05116,0.06728
2016-03-30,4208.1787,18971385,95.37998902466316,0.0388078606126178,145.78572627414226,47.94710000000032,0.5530211269571041,79.23234945946024,0.031907,0.0053529999999999,0.0902379999999999,0.0379959999999999
2016-03-31,4188.4552,18124740,91.5982978367055,0.0330095880938175,147.1248710625081,-24.078299999999217,0.5328319040520549,97.5561631578953,-0.004687,0.0294139999999999,0.0568179999999999,0.0231699999999999
2016-04-01,4232.2759,19224194,99.9793887550588,0.0416868541357203,151.53321807653984,199.73000000000093,0.564840744029324,105.71839820512878,0.010462,0.0392309999999999,0.0328919999999999,0.045568
2016-04-05,4300.2209,21831383,97.93238770907789,0.0572850687643227,139.09528548782637,164.8606000000018,0.5383338013157855,110.90269499999977,0.016054,0.0532399999999999,0.0286409999999999,0.0253929999999999
2016-04-06,4284.9974,18221545,93.75467952548752,0.0522316738017653,131.74825165231735,172.4208000000017,0.5442410885981673,117.01290634146426,-0.0035399999999999,0.050196,0.0293099999999999,0.028988
2016-04-07,4200.8545,17587758,76.75526904973462,0.0280733018158766,134.19398318833666,334.1078000000016,0.6252840590281675,114.62670714285832,-0.019637,-0.001348,0.0040049999999999,0.07145
2016-04-08,4182.9427,17934193,73.13654375550774,0.0195431985877149,134.48668163850073,424.5455000000011,0.6585909999224322,123.07364976744248,-0.004264,-0.000925,0.028489,0.0858709999999999
2016-04-11,4286.8608,20781836,93.64076230863154,0.0394825722742004,138.4464482478493,488.4354000000021,0.684275247220372,139.42163727272782,0.024843,0.0134559999999999,0.0526869999999999,0.1078949999999999
2016-04-12,4245.1311,16556175,85.25402081124662,0.0258056247032373,140.4271061609674,349.1072000000013,0.6314616144927745,151.92056777777952,-0.009734,-0.012332,0.0409079999999999,0.0728859999999999
2016-04-13,4395.3339,42694954,89.87396971004635,0.0555431589688327,149.04412287030382,577.2157000000011,0.7183990058651226,176.550983913045,0.035382,0.0265899999999999,0.076786,0.127946
2016-04-14,4371.885,27636178,84.89475879003189,0.0434144340539678,153.25593871296334,607.6080000000015,0.7229303082980054,186.62563787234149,-0.0053349999999999,0.040892,0.0395439999999999,0.129782
2016-04-15,4360.1859,19206868,78.29291375688612,0.0357255923133083,156.84825161682977,478.12810000000127,0.685591925290067,198.00879541666745,-0.002676,0.04248,0.0415549999999999,0.098373
2016-04-18,4296.3772,15591755,62.870528976625465,0.0181973393727672,154.5786147367349,278.0053000000012,0.6006050450318219,200.1675542857156,-0.014634,0.0030029999999999,0.0164589999999999,0.0493509999999999
2016-04-19,4340.2748,16435209,72.82871817487033,0.0266941727272304,149.14505224357012,220.2018000000012,0.5834732952636883,267.1065500000009,0.010217,0.0229539999999999,0.0106219999999999,0.039263
2016-04-20,4252.9842,29848119,53.02680850262604,0.0050111120129252,143.13077262601604,98.42820000000074,0.546517926128896,248.878342,-0.020112,-0.03254,-0.00595,0.0233599999999999
2016-04-21,4314.9871,31594784,67.09219269310243,0.0181541593992255,136.72836887942393,114.44420000000127,0.562060331465363,244.64809599999944,0.014579,-0.012626,0.0282659999999999,0.0322709999999999
2016-04-22,4232.4174,18489994,48.36122119027963,-0.0032489560651258,135.92966205877528,152.31770000000142,0.5836371987139805,238.5079300000002,-0.019136,-0.029086,0.0133939999999999,0.0418829999999999
2016-04-25,4203.2159,14108163,40.10865715049909,-0.0116559539797977,135.76032803234017,70.59260000000131,0.5669013672902404,218.84609600000067,-0.006899,-0.021351,-0.018348,0.0343389999999999
2016-04-26,4205.806,11870825,40.7126422254147,-0.01250654404544,135.8629309591604,112.04790000000048,0.5644763136240742,206.49579600000104,0.000616,-0.030952,-0.0079979999999999,0.0329099999999999
2016-04-27,4190.4145,12477962,20.6121867940233,-0.0174163786309759,136.66563797871203,124.24040000000105,0.5575638415630055,179.40010600000096,-0.00366,-0.0145,-0.04704,0.0297459999999999
2016-04-28,4151.9668,11902111,14.410333072282196,-0.0257896929302097,134.3346365906831,-44.32509999999911,0.4759465630065947,151.6559240000006,-0.0091749999999999,-0.0382539999999999,-0.0508799999999999,-0.0113359999999999
2016-04-29,4184.3816,10765703,23.41557233975696,-0.0181370160011802,132.09406038985333,20.2525999999998,0.502425009004783,127.6806260000003,0.007807,-0.0113109999999999,-0.040397,0.0011579999999999
2016-05-03,4304.1682,14590156,56.69379691733602,0.0091196811244525,126.84710129431475,61.83150000000023,0.5376040665247327,119.10139400000024,0.028627,0.024215,0.002864,0.0193229999999999
2016-05-04,4288.2498,12253973,52.27146511965791,0.0055286928132948,115.77448358484948,-77.49870000000101,0.4991229540705971,107.43698199999926,-0.003698,0.019901,-0.011051,-0.000429
2016-05-05,4318.5842,10734361,60.698743092537455,0.0122430430643323,106.19803519205551,0.6432999999997264,0.5205255839261603,107.91805199999908,0.007074,0.030635,0.0161349999999999,0.0101849999999999
2016-05-06,4183.3943,18311742,23.1412879780217,-0.0192437444649666,104.67556183337366,-73.56930000000011,0.4971474985756741,91.69437800000014,-0.031304,0.008506,-0.0297479999999999,-0.0014819999999999
2016-05-09,3984.0438,15784147,4.307639049853503,-0.06379678339362,119.66973554324986,-255.00799999999936,0.4259947684563647,61.96900200000073,-0.047653,-0.046954,-0.058265,-0.0448709999999999
2016-05-10,3944.5154,10727033,9.27148005571106,-0.0693420525627019,131.5829800361364,-398.4544999999998,0.3618581737441021,33.871250000001055,-0.009922,-0.085503,-0.061288,-0.0796359999999999
2016-05-11,3938.9279,9750064,8.288142328522632,-0.0672911869898155,144.15859529929796,-401.86229999999887,0.3726096105000303,2.5285280000007333,-0.0014169999999999,-0.083222,-0.063321,-0.071319
2016-05-12,3992.791,11277004,25.19470587385141,-0.0500091893164669,142.53426197073577,-407.37459999999874,0.3198678625646745,-20.30328799999916,0.013675,-0.076621,-0.045986,-0.0930259999999999
2016-05-13,4017.6487,11450267,29.523134071973864,-0.0400495465673109,141.65565299590332,-323.3024999999993,0.3427966052634625,-32.60305200000039,0.006226,-0.039091,-0.030585,-0.081465
2016-05-16,4133.11,13331801,49.628210032817904,-0.0097757046173561,137.90794831384648,-155.79279999999972,0.412245327348599,-38.081231999999545,0.028739,0.037301,-0.009653,-0.0500499999999999
2016-05-17,4111.8545,18064083,45.92702667453501,-0.0126857810619927,137.34396736069905,-192.13189999999892,0.426437994914375,-58.22100000000046,-0.005143,0.04208,-0.0434229999999999,-0.040559
2016-05-18,4024.767,13597704,30.76263130794877,-0.02992216573995,137.83042961530637,-323.11699999999973,0.374484548670467,-80.78950600000053,-0.0211799999999999,0.022317,-0.060905,-0.071956
2016-05-19,4112.9131,14541294,46.11135885693844,-0.0070003392108294,137.90133281358615,-46.0313000000001,0.4480933048112027,-99.94102999999996,0.021901,0.030543,-0.0460779999999999,-0.0299429999999999
2016-05-20,4105.6218,13139664,50.73070801799996,-0.0062491038308403,136.94572308884727,-164.4701000000009,0.4160181405895691,-111.3529620000004,-0.001773,0.022544,-0.016547,-0.0462949999999999
2016-05-23,4136.2595,11134601,56.76621736438446,0.00233308923595,136.92789945540812,-38.4017000000008,0.4626881504521673,-101.84518399999934,0.007462,0.001267,0.038568,-0.0196969999999999
2016-05-24,4109.864,11705402,51.56640514112702,-0.0029355192553282,136.50534657425322,-35.595700000001216,0.4635979546981585,-90.27908399999842,-0.006381,2.9000000000001247e-05,0.042109,-0.0191789999999999
2016-05-25,4039.3835,11253916,37.68201706735359,-0.0180519992524968,136.99477493405257,-188.3969000000011,0.4340205596393848,-81.84070399999973,-0.017149,0.0040599999999999,0.026377,-0.036944
2016-05-26,4119.5129,14107003,53.467201419317945,0.0022906996935525,136.0005820197431,-8.398500000001604,0.4772964412462898,-73.93639600000006,0.019837,0.0019959999999999,0.032539,-0.0134469999999999
2016-05-27,4075.0354,15888154,44.70530457478288,-0.0076020505057589,133.94342642216318,-24.24190000000181,0.4746964888418719,-72.63272400000005,-0.010797,-0.007028,0.015516,-0.015069
2016-05-30,4043.218,11511328,38.43739885478251,-0.0136551628458883,133.41208195824413,-95.65410000000112,0.4484763203320728,-83.20628199999965,-0.007808,-0.022298,-0.021031,-0.0306839999999999
2016-05-31,4241.7453,21295572,77.54651522652293,0.0355641440927256,137.05534176226638,-16.91340000000173,0.4839586475615887,-73.04582400000072,0.049101,0.0331839999999999,0.033213,-0.01021
2016-06-01,4297.6608,27373334,88.56165418466145,0.0490946309722882,144.1485271638162,65.88059999999905,0.5101762458654233,-48.03827399999955,0.013182,0.0635149999999999,0.067575,0.0066699999999999
2016-06-02,4320.4832,22298826,93.0575794175257,0.0546413234577854,152.14377312513446,67.2927999999979,0.5075254632470241,-30.371705999998994,0.00531,0.048988,0.050984,0.004906
2016-06-03,4301.3305,19191772,89.70787096855913,0.0484569219258316,157.4383580783586,207.59629999999788,0.5531229834597728,-13.03594399999929,-0.004433,0.0553519999999999,0.0483239999999999,0.0317769999999999
2016-06-06,4355.2092,18475587,97.2004228366282,0.0568093558131016,154.4086894767085,460.8254999999981,0.6741841628719285,3.137480000001233,0.0125259999999999,0.075686,0.053388,0.091956
2016-06-07,4343.8729,20878065,93.6021502128162,0.0489759668952048,146.90069368247373,466.4670999999985,0.6934106911156743,21.09602199999972,-0.002603,0.023982,0.057166,0.099275
2016-06-08,4304.6591,19886059,86.19855937553812,0.0349362722805465,136.37354169902306,472.39079999999785,0.6734417395450573,43.13208200000008,-0.009027,0.0017729999999999,0.065288,0.091665
2016-06-13,4210.5493,23006202,60.39688755949864,0.0096671687874578,128.33575093500923,205.67189999999755,0.6030098370283365,49.58595399999922,-0.021862,-0.025399,0.0235889999999999,0.0561279999999999
2016-06-14,4197.9666,15531443,57.41672554263189,0.0044782595640472,122.8120054698412,101.09049999999752,0.5871353110303786,62.0833160000002,-0.002988,-0.023954,0.0313979999999999,0.0469139999999999
2016-06-15,4373.6516,24763549,99.0186405716032,0.0435126693853616,129.08351107753043,159.09499999999844,0.6063093091710264,91.42274799999905,0.04185,0.00537,0.081056,0.060025
2016-06-16,4476.9746,33569645,99.30810220714416,0.0635321369064203,141.77170454355735,362.5657999999976,0.6475960291761138,110.05170399999952,0.023624,0.031597,0.055579,0.088792
2016-06-17,4464.5726,29880433,89.06088618670371,0.0550743406537465,148.4729011437889,390.0666999999985,0.6898159952405236,123.45584999999846,-0.00277,0.037854,0.0396269999999999,0.107202
2016-06-20,4419.748,19928237,80.8318313147108,0.0407081510088827,153.2859351087784,232.87709999999788,0.6391027749951022,130.6873179999984,-0.01004,0.049676,0.0242769999999999,0.075261
2016-06-21,4319.013,23981471,62.33855212136187,0.0144396916948784,153.7927960782039,133.81109999999808,0.5930260477049619,130.09239799999978,-0.022792,0.0298719999999999,0.0059179999999999,0.054242
2016-06-22,4370.1537,16730969,71.72713844432113,0.0236397394929893,155.42479512805872,173.61929999999757,0.5990483946729025,127.84262799999942,0.0118409999999999,-0.000137,0.0052329999999999,0.058621
2016-06-23,4283.3623,17664533,55.79367349389049,0.0012756652708609,155.40603383233713,113.22339999999804,0.5729508726567549,121.8615379999992,-0.01986,-0.043621,-0.012024,0.0451419999999999
2016-06-24,4287.3175,31024009,56.51978276937111,-0.0006955979140228,154.51782144072988,297.6471999999985,0.6078096966306699,119.28364999999847,0.0009229999999999,-0.039928,-0.002074,0.0632139999999999
2016-06-27,4343.1064,20130028,65.22112624948919,0.0096768752812259,154.78358002882536,236.1973999999982,0.5984634188929632,133.58390999999938,0.0130129999999999,-0.016875,0.032801,0.05639
2016-06-28,4343.098,18730776,65.21951267301043,0.0065386151471682,154.7547564522312,288.5478999999982,0.6219085119123224,148.67278999999962,-2e-06,0.0059149999999999,0.0357869999999999,0.067185
2016-06-29,4420.8631,26237694,77.67053127335296,0.0200971158142947,155.47238117131795,403.86489999999776,0.6626069483147325,152.18039599999975,0.017905,0.011979,0.011842,0.092898
2016-06-30,4369.2468,19003539,58.537699703684666,0.006705964981846,152.16103459441584,153.72129999999834,0.5647008584883998,139.95022400000016,-0.0116759999999999,0.020163,-0.023458,0.032121
2016-07-01,4401.0821,19697820,67.05841701632895,0.0128343055331437,145.8974383310646,129.641099999998,0.5541098745104835,132.3850280000006,0.007286,0.026526,-0.0134019999999999,0.026225
2016-07-04,4570.8762,37829001,89.50576484181126,0.0488874954337249,145.0865084364719,250.79379999999853,0.6079368362233809,141.14000800000122,0.03858,0.052093,0.0352179999999999,0.0594949999999999
2016-07-05,4577.6049,28068925,90.93855363860268,0.0471123431290237,145.58517802595995,340.0097999999989,0.6199383802816901,161.74684200000047,0.001472,0.053567,0.0594819999999999,0.0653999999999999
2016-07-06,4680.218,41448955,92.79274071045306,0.0666198810027401,150.75509200436784,395.4322999999986,0.6332424875234489,183.79726000000028,0.022416,0.058078,0.070057,0.07529
2016-07-07,4819.8014,43775192,90.2054928934304,0.0925060098126587,170.28818564721598,568.9024999999983,0.6738767590742243,225.1094600000015,0.029824,0.099578,0.119741,0.107717
2016-07-08,4746.8124,30983441,80.36781478440379,0.0705966461496013,181.22112270761423,535.1272999999983,0.6608266744336242,260.2388220000012,-0.015144,0.077148,0.103674,0.1016
2016-07-11,4871.6823,47026334,85.62536659502979,0.0906285275952637,202.37091147866784,782.025599999999,0.7337845600539474,299.4710560000012,0.026306,0.064874,0.116967,0.149768
2016-07-12,4899.283,40078698,88.68262318727919,0.0882644083729462,220.97783733818196,922.9908999999998,0.7452428867766804,340.1432320000022,0.005666,0.069068,0.122635,0.158422
2016-07-13,4938.8182,40823224,93.22490746367356,0.090203108794714,235.62127427180783,802.7149999999992,0.7154870163548979,376.85001000000193,0.00807,0.054722,0.1128,0.124642
2016-07-14,4869.4209,26771289,84.50648611713265,0.0702484892074607,238.84912758814937,629.9947000000002,0.6554998086805395,415.5623660000001,-0.014051,0.010847,0.110425,0.086967
2016-07-15,4853.1959,23133858,82.46813035476683,0.0621462197194989,241.58851713442837,661.6925999999994,0.654185061331411,449.4748240000008,-0.003332,0.022659,0.099807,0.086405
2016-07-18,4819.1276,23590722,78.18811090213163,0.0501009337853203,243.95458617534305,664.4663,0.6613127257115439,464.2890959999995,-0.0070199999999999,-0.010667,0.054207,0.089425
2016-07-19,4823.4362,21008653,78.72940271339385,0.0452950994702896,248.01036841443133,846.6198000000004,0.7215421437553128,476.0713880000012,0.0008939999999999,-0.015439,0.053629,0.113111
2016-07-20,4767.7401,20660228,71.73227073334448,0.0287929785902412,248.77724185514825,679.9112000000005,0.6759364202880931,469.1496720000014,-0.011547,-0.035056,0.019666,0.089723
2016-07-21,4748.8608,18820525,69.3604537876168,0.0195984219348573,249.61017605870776,747.1446000000005,0.7208882122407325,445.9687040000008,-0.00396,-0.024965,-0.014118,0.105623
2016-07-22,4682.2124,20099809,57.35914495977928,0.0010450558160833,249.61167709313204,568.137200000001,0.6797489284255687,424.64301400000113,-0.0140349999999999,-0.035668,-0.013009,0.090665
2016-07-25,4638.8296,17245173,49.93484350416899,-0.0113554220551235,249.72244675808696,439.7107000000015,0.6376267352516191,388.4369720000004,-0.009265,-0.037913,-0.04858,0.068387
2016-07-26,4733.7415,19467967,59.82820478937083,0.0046902601805329,249.69164707069436,536.5632000000014,0.6652027265729299,357.560966,0.02046,-0.018347,-0.033786,0.088849
2016-07-27,4515.0746,33606230,25.912919910587853,-0.0426767535305764,252.96696568951776,240.13120000000163,0.541640729886237,307.54731399999946,-0.046193,-0.052993,-0.0880489999999999,0.024751
2016-07-28,4526.0414,22112157,24.756558008592165,-0.0419440052615547,256.7355321694669,367.9784000000018,0.5674700468831394,264.9256259999993,0.002429,-0.046604,-0.071569,0.038856
2016-07-29,4441.319,14782838,4.448913512274448,-0.0602779250688503,264.2264568771932,251.4207000000024,0.5214624744891996,215.4068959999995,-0.018719,-0.051288,-0.0869559999999999,0.012851
2016-08-01,4424.0128,16529667,7.725569225442641,-0.062483046096509,268.12876674085163,48.76130000000285,0.4440385341896486,169.67342199999985,-0.003897,-0.0459199999999999,-0.083833,-0.029626
2016-08-02,4445.3736,10884822,11.19125848319792,-0.0566346183216205,270.80111369264347,45.25560000000223,0.4509990449756768,125.07212600000184,0.004828,-0.0615519999999999,-0.079899,-0.02627
2016-08-03,4462.5069,13716177,13.971055764194018,-0.0508060220550476,268.1665683344755,-38.27299999999741,0.4101541520036554,88.02385799999956,0.003854,-0.0115049999999999,-0.064498,-0.044832
2016-08-04,4482.8657,14655629,17.274175238220735,-0.0430464897299687,256.1618102649379,-108.84439999999722,0.3437020585821828,53.96431400000165,0.004562,-0.009372,-0.055976,-0.070094
2016-08-05,4475.3366,13078155,16.05261420162247,-0.0418774784892491,250.2662097260257,-49.99519999999666,0.3656579746451074,24.557671999999,-0.00168,0.007667,-0.043621,-0.0566299999999999
2016-08-08,4468.9838,17077850,16.314805854240266,-0.0390953979892826,236.83758896191372,-181.2178999999969,0.2730926071378616,0.5836740000004284,-0.0014199999999999,0.010144,-0.0357759999999999,-0.0843559999999999
2016-08-09,4501.064,15668315,21.9676387904564,-0.02803647969726,221.4501189375994,-245.93369999999777,0.2789577040887115,-31.204648000000816,0.007178,0.012494,-0.049058,-0.082844
2016-08-10,4562.6614,22459521,34.056771158636565,-0.0107172317599751,202.0225909487424,-270.8092999999981,0.2999341999595873,-36.834835999999086,0.013685,0.0223249999999999,0.0108199999999999,-0.0772289999999999
2016-08-11,4458.9041,16973108,16.348285397484787,-0.0288921788835194,191.27288922801992,-305.16929999999866,0.2870118344662095,-47.8917419999998,-0.0227409999999999,-0.0049779999999999,-0.0143499999999999,-0.085919
2016-08-12,4489.6155,11707568,23.354668683241897,-0.018316820700555,181.39598666495067,-215.4414999999981,0.315597671189496,-46.90118599999914,0.006888,0.00359,0.011257,-0.0756989999999999
2016-08-15,4564.3227,20978680,39.58467440245881,0.0008063694699192,173.95959693016164,-61.92649999999776,0.3789086678301338,-37.746986000000106,0.01664,0.02165,0.031794,-0.0520389999999999
2016-08-16,4600.741,23703270,47.25579341862247,0.0112606897835682,167.95503367153742,-78.50639999999748,0.3987340061272301,-28.19845599999917,0.007979,0.022451,0.034945,-0.0449539999999999
2016-08-17,4570.5845,16807814,49.25283113047636,0.0068137163257972,165.4281768843257,-25.26119999999719,0.4079080786106707,-21.698201999998677,-0.006555,0.0022109999999999,0.024536,-0.039962
2016-08-18,4564.4357,15755989,47.69328398960809,0.0075057665480477,164.34014593905235,-37.36989999999696,0.4128843543127458,-17.952457999998842,-0.001345,0.0236069999999999,0.0186289999999999,-0.037347
2016-08-19,4595.69,18143982,61.1794947764401,0.015374096848769,165.07147236478878,113.9321000000018,0.4602611444983467,-11.737735999999131,0.006847,0.0235659999999999,0.027156,-0.016465
2016-08-22,4498.2251,14789018,33.9883323248055,-0.0046137528195635,164.70696465588432,66.27840000000197,0.4351735217335743,-14.56712200000038,-0.021208,-0.014282,0.0073679999999999,-0.0284079999999999
2016-08-23,4494.7216,11470860,33.3326478554636,-0.0027517325904503,164.6561789550404,-47.44509999999809,0.3755258816509299,-21.136462000000392,-0.000779,-0.0230399999999999,-0.0005889999999999,-0.0496469999999999
2016-08-24,4485.6951,8567976,44.67152813312822,-0.0044299718662995,158.44848548257815,147.82360000000153,0.4824081112070186,-31.073961999999483,-0.002008,-0.018493,-0.0162819999999999,-0.0054619999999999
2016-08-25,4423.5947,11353069,19.29048801581201,-0.017095307444595,153.09700497800654,9.492300000000796,0.4347912178906376,-33.537303999999494,-0.013844,-0.030992,-0.0073849999999999,-0.0217349999999999
2016-08-26,4440.1726,10579485,26.06603768957997,-0.0133992000938334,139.86607027748295,110.79260000000068,0.5024128792373719,-37.993593999999575,0.003748,-0.034091,-0.010525,0.000732
2016-08-29,4430.1418,8371512,19.639408790694716,-0.0156950553981752,124.3592618940372,133.6271000000006,0.5078974728087011,-51.61956000000009,-0.0022589999999999,-0.015142,-0.029424,0.00237
2016-08-30,4427.7173,9129892,18.61894307615402,-0.0160407388965386,110.29316857071132,50.8691000000008,0.4896924543963997,-71.09601599999951,-0.000547,-0.01491,-0.03795,-0.0030049999999999
2016-08-31,4453.9918,12683069,29.67781146827531,-0.0101081721065905,97.03279227978372,79.53380000000016,0.4968717660825041,-84.43204799999876,0.005934,-0.006968,-0.025461,-0.0009249999999999
2016-09-01,4430.157,11682863,19.64580643097553,-0.0148283789060779,87.20379561367034,-28.334000000000746,0.4635418068301085,-100.79581199999848,-0.005351,0.001525,-0.029467,-0.0108379999999999
2016-09-02,4421.537,12105872,16.017670955891855,-0.0161567526627658,77.16869035363906,-61.07750000000033,0.4627137311788962,-120.8955019999994,-0.001946,-0.0041689999999999,-0.03826,-0.0111039999999999
2016-09-05,4469.5359,15500491,36.22028253999794,-0.0054825496532018,65.82052418690368,-6.7258000000010725,0.5037009435511375,-126.29301199999918,0.010856,0.0089459999999999,-0.006196,0.001172
2016-09-06,4508.4931,14206622,52.6172662209644,0.003102916784674,59.15422063945689,45.89019999999891,0.5084753183717382,-128.2237639999994,0.008716,0.018209,0.003299,0.00271
