date,close,high,low,pre_close,range,change,vol,turnover,Ln,Hn,RSV,Ki,Di,Ji,MA,BIAS,SD,WR,DIF_UP,DIF_DN,DIF,ACD,rsi,DMA,BBI,change5,change10,change20
2016-02-01,3394.6437,3466.8336,3331.1979,3434.9988,-40.3551,-0.011748000000000001,10959639,10747587054.0,3331.1979,3466.8336,46.77662296873172,50.0,50.0,50.0,3394.6437,0.0,40.52159917870962,53.22337703126828,63.44579999999996,-72.18989999999985,-72.18989999999985,0.0,0.0,0.0,3394.6437,0.0,0.0,0.0
2016-02-02,3501.6398,3504.3446,3396.8562,3394.6437,106.9961,0.031519,10773059,9790139424.0,3331.1979,3504.3446,98.43785645351602,66.145952151172,55.38198405039067,87.67388835273465,6896.2835,-0.49224248104069385,73.32823712109315,1.562143546483982,106.99609999999984,-2.7047999999999774,106.99609999999984,106.99609999999984,1.0,0.0,6896.2835,0.031519,0.031519,0.031519
2016-02-03,3532.8118,3542.2432,3443.0493,3501.6398,31.172,0.008902,10831837,9758158764.0,3331.1979,3542.2432,95.5311016165724,75.94100197297213,62.23499002458449,103.35302586974743,5214.54765,-0.3225084825910068,84.26424896447752,4.46889838342761,89.76249999999982,-9.43139999999994,89.76249999999982,196.75859999999966,1.0,0.0,5214.54765,0.040421,0.040421,0.040421
2016-02-04,3678.0356,3707.7995,3575.5537,3532.8118,145.2238,0.041107,15726106,14322628448.0,3331.1979,3707.7995,92.09671440588677,81.32623945061034,68.59873983325977,106.78123868531151,4702.376966666667,-0.21783480438251265,87.98003370335933,7.903285594113228,145.2238000000002,-29.76389999999992,145.2238000000002,341.98239999999987,1.0,0.0,4419.489991666667,0.08152799999999999,0.08152799999999999,0.08152799999999999
2016-02-05,3638.3487,3748.9532,3635.6924,3678.0356,-39.6869,-0.01079,15259365,15921359440.0,3331.1979,3748.9532,73.52409412878784,78.72552434333618,71.9743346699519,92.22790369010471,4436.3699,-0.1798815738967122,90.16279224212053,26.47590587121216,2.656300000000101,-110.60449999999992,-110.60449999999992,231.37789999999995,0.8831213847786997,0.0,4231.3771,0.070738,0.070738,0.070738
2016-02-15,3784.9165,3818.2203,3601.7143,3638.3487,146.5678,0.04028400000000001,17991105,15515427849.0,3331.1979,3818.2203,93.16175190299252,83.53760019655496,75.82875651215292,98.95528756535904,4306.0792200000005,-0.1210295243941194,91.08097269831691,6.838248097007479,183.20219999999972,-33.30380000000014,183.20219999999972,414.5800999999997,0.9186286783004781,0.0,4154.667815000001,0.11102199999999998,0.11102199999999998,0.11102199999999998
2016-02-16,3860.227,3868.4009,3756.8477,3784.9165,75.3105,0.019898,20824375,19383745550.0,3331.1979,3868.4009,98.47843366474122,88.51787801928371,80.05846368119651,105.4367066954581,4231.7705166666665,-0.0877985975854212,91.54678907183364,1.5215663352587814,103.37930000000006,-8.17390000000023,103.37930000000006,517.9593999999997,0.9292459016393443,0.0,3972.675416666667,0.09940099999999999,0.13091999999999998,0.13091999999999998
2016-02-17,3864.3487,3875.2146,3806.352,3860.227,4.1217,0.0010680000000000002,16482484,16029278892.0,3331.1979,3875.2146,98.00265322737339,91.67946975531359,83.93213237256887,107.17414452080305,4179.281685714285,-0.07535576910041653,91.88154458109072,1.9973467726266105,57.996700000000146,-10.865899999999783,57.996700000000146,575.9560999999999,0.9297379662429673,0.0,3980.377205357143,0.09156700000000001,0.131988,0.131988
2016-02-18,3864.6382,3937.8138,3854.5752,3864.3487,0.2895,7.5e-05,20265747,18889724709.0,3331.1979,3937.8138,87.9370784709072,90.4320059938448,86.09875691299418,99.09850415554607,4139.951249999999,-0.06650151979446602,92.13783040066055,12.062921529092801,10.062999999999647,-73.17560000000003,10.062999999999647,586.0190999999995,0.9297722642749752,0.0,3981.181562499999,0.050535000000000004,0.13206299999999999,0.13206299999999999
2016-02-19,3836.2516,3876.1748,3805.0316,3864.6382,-28.3866,-0.007345000000000001,13795665,13154916540.0,3331.1979,3937.8138,83.25757699394298,88.0405296605442,86.74601449551085,90.62955999061091,4106.206844444444,-0.06574321622635353,92.38377644511321,16.742423006057027,31.220000000000255,-39.923199999999724,-39.923199999999724,546.0958999999998,0.8873518523119737,0.0,3968.9037430555554,0.05398000000000001,0.124718,0.124718
2016-02-22,3965.1542,3984.8883,3882.6586,3836.2516,128.9026,0.033601,20917902,20130470226.0,3331.1979,3984.8883,96.9811243977271,91.02072790627183,88.17091896576451,96.72034578728648,4092.1015799999996,-0.03102253879044704,92.44228896609837,3.0188756022728995,128.9025999999999,-19.734100000000126,128.9025999999999,674.9984999999997,0.9068035706026548,-339.46437000000014,3983.8684649999996,0.04729699999999999,0.158319,0.158319
2016-02-23,4014.6377,4018.4919,3946.3014,3965.1542,49.4835,0.01248,23401278,25049642746.0,3331.1979,4018.4919,99.43922106114708,93.82689229123024,90.05624340758642,101.36819005851785,4085.059409090909,-0.017238845764199158,92.4640309469442,0.5607789388529166,68.33630000000039,-3.8541999999997643,68.33630000000039,743.3348000000001,0.912420497515321,-281.1224090909086,4002.4190545454544,0.03987899999999999,0.13928,0.17079899999999998
2016-02-24,4030.1746,4041.8205,3954.1411,4014.6377,15.5369,0.00387,20469206,20654482606.0,3331.1979,4041.8205,98.36116948715113,95.33831802320387,91.81693494612557,102.38108417736044,4080.485675,-0.012329678133228607,92.47777330942976,1.638830512848872,76.0335,-11.645899999999983,76.0335,819.3683000000001,0.9140272780282452,-226.81239499999992,3952.65184375,0.04268099999999999,0.134248,0.174669
