date,close,change,vol,RSV,BIAS,SD,ACD,rsi,DMA,change5,change10,change20
2016-03-15,5346.5539,2.0124,4040211,89.6720674996511,0.0281455116471244,318.7291066315671,419.1960999999992,0.5761792318228512,-77.55802076922919,0.4607000000000003,6.839200000000001,4.271399999999999
2016-03-16,5301.0595,-0.8509,3709653,81.92160782378292,0.0181768769425323,293.0846444476723,289.1844000000001,0.5491952444006996,-62.85998444444249,0.9795999999999998,2.5423,2.779
2016-03-17,5349.2143,0.9084,4166632,90.1252952138682,0.0255386086162522,271.28720641732303,398.8089999999993,0.5703696241928256,-52.63973071428609,2.3712000000000004,2.0100000000000007,4.0517
2016-03-18,5404.5442,1.0344,6314700,91.90390633527196,0.0338708015329798,255.8042296207188,413.5088000000005,0.5805368558492869,-48.12195103448085,3.7839,1.2648,4.7495
2016-03-21,5510.5827,1.962,7809960,98.92152627480311,0.0517451767803131,253.55211357930057,423.5136000000002,0.5820436052012652,-37.605846666666366,5.0663,3.001,4.855799999999999
2016-03-22,5494.4303,-0.2931,5564705,93.95884659426068,0.0463242261719567,250.963109447098,402.91709999999966,0.5802788146670799,-25.08613838709607,2.7608,3.221499999999999,4.7658
2016-03-23,5509.2611,0.2699,4391754,96.02558887480932,0.0472782717313378,252.6674729798792,351.0744999999997,0.5671832605516125,-3.970083749999503,3.8816,4.861199999999998,3.8676999999999992
2016-03-24,5466.2111,-0.7814,4628785,90.02636731038804,0.0343591393568885,229.49544935937504,628.0504999999994,0.7028036900400773,16.96922121212083,2.1918,4.562999999999999,9.422299999999998
2016-03-25,5525.3905,1.0826,4871424,97.36671698828049,0.0407275823533103,214.56958849018656,609.2471999999998,0.7037270679111683,44.24696058823611,2.24,6.0239,9.494700000000002
2016-03-28,5557.3937,0.5792,6079949,87.80424685584812,0.0405330997092281,189.4038563558613,770.4030999999986,0.7842628221414351,70.54093285714225,0.8571999999999999,5.923500000000001,12.3075
2016-03-29,5465.5676,-1.6523,3871193,71.19670127744749,0.0188904140810028,168.83164375986124,554.4208999999992,0.7092148349828912,79.95218055555415,-0.5020000000000002,2.2588,9.098
2016-03-30,5576.5868,2.0312,3880989,85.04380373475055,0.035674537973052,167.6629850829741,493.1697999999988,0.6889769976978021,102.14887054053816,1.2593,5.1409,7.683199999999999
2016-03-31,5581.2752,0.0841,4156088,85.97683462841361,0.0333266401532062,169.9795144661845,417.2612999999992,0.6667369464152056,120.15743842105168,2.1248,4.316599999999999,6.326599999999999
2016-04-01,5561.1001,-0.3615,3505658,81.95611831682831,0.0274807643464575,173.03372459711954,193.66559999999936,0.6192198795695495,131.39935615384547,0.6807,2.9207,4.1855
2016-04-05,5625.7053,1.1617,4646442,94.8171589898804,0.0367886449529898,171.60710510567006,230.35309999999845,0.6384940723433713,137.1034974999984,1.2632,2.1204,5.1214
2016-04-06,5672.6365,0.8342,4091219,98.6081038524592,0.0420877877534012,174.58227873693073,324.7015999999985,0.6719598941000096,148.25465829268342,3.7497,3.2477000000000005,6.4692000000000025
2016-04-07,5594.7438,-1.3731,3701471,81.38051718227248,0.0245422273277139,175.95218677246646,295.73649999999816,0.6718420283307199,152.30565047619075,0.3454,1.6046999999999998,6.4659
2016-04-08,5536.0652,-1.0488,3275869,70.65761399112759,0.0109216905409631,176.00392629679652,317.1879999999983,0.6522335918592711,156.3675769767442,-0.7874999999999999,1.3373000000000004,5.9003
2016-04-11,5590.5448,0.9841,3384659,78.44238687057798,0.0172955146792085,177.17270950534888,401.3885999999984,0.6817046870387143,158.85423636363794,0.5581,1.2388,7.2627
2016-04-12,5558.9426,-0.5653,2943251,72.0207704509165,0.008627975162551,177.12412242987037,330.73199999999906,0.6514247179249746,155.86168333333353,-1.1688999999999998,0.0943000000000002,6.017800000000001
2016-04-13,5583.7757,0.4467,5020432,72.19075465407752,0.0109580650912053,174.59960123906538,213.52359999999865,0.6216095143923213,164.13204565217438,-1.5564,2.1933,4.4521
2016-04-14,5623.1537,0.7052,3420367,81.89377730653759,0.0151276495077786,174.32245365735105,330.24079999999776,0.665431296532887,164.55154106382997,0.5219,0.8673000000000001,6.0082
2016-04-15,5612.8915,-0.1825,3006427,75.60681410977325,0.0108691479387273,172.28811244945854,253.83909999999835,0.6410318184164788,163.86632208333413,1.3882,0.6007,4.9173
2016-04-18,5558.0948,-0.9763,3199602,47.048607262461616,-0.0003817926084243,167.67803253349487,143.71249999999782,0.5836422026796814,160.99425734693796,-0.5721999999999998,-0.0140999999999997,2.9066000000000005
2016-04-19,5565.8087,0.1388,2701667,48.75135539148076,0.0005086753024653,156.33649462211034,63.50069999999778,0.5348315329218107,249.9543319999993,0.1319,-1.037,1.0834
2016-04-20,5423.1648,-2.5629,5632042,24.515097405599587,-0.0245081287252368,149.70179323739157,-54.38780000000224,0.4667149221739667,216.2868500000004,-2.8777000000000004,-4.434100000000001,-1.186400000000001
2016-04-21,5396.2801,-0.4957,3547251,17.094208661103334,-0.0283567055718691,143.38026212590063,-153.78500000000258,0.4459207872514905,187.83722000000037,-4.0786,-3.5567,-1.9520000000000004
2016-04-22,5439.6962,0.8046,2502501,29.07820133425688,-0.0203054264667828,139.803376411187,-23.93290000000252,0.4898731655488412,170.17190000000028,-3.0915,-1.7033000000000005,-0.3660000000000007
2016-04-25,5406.3687,-0.6127,2491339,19.87892927125432,-0.0252630213531862,134.8663210004,-119.24800000000324,0.4414433352839911,144.13323600000058,-2.7279,-3.3001000000000005,-2.061300000000001
2016-04-26,5440.163,0.6251,2301216,29.207050488829008,-0.0181324662793136,127.86840733312988,-107.2304000000031,0.4428961624770496,123.38107600000058,-2.2416,-2.109700000000001,-2.0154000000000014
2016-04-27,5442.8494,0.0494,2469291,29.948567988493085,-0.0174461735807308,127.68675554270165,-6.58230000000367,0.4902236987266188,103.30031599999984,0.3707,-2.507,-0.3137000000000007
2016-04-28,5457.9403,0.2773,3207346,34.11405579212568,-0.0136656546105374,121.42860745127444,-65.70180000000346,0.4276557032890133,81.14890000000014,1.1437,-2.9349,-2.0676000000000005
2016-04-29,5542.1973,1.5438,3896717,57.37121778184574,0.0019146654264002,114.5879777946125,9.590199999996912,0.4807012197057722,66.38709800000106,1.8829,-1.2086,-0.6079000000000001
2016-05-03,5713.7911,3.0961,5468199,95.1746069012016,0.0315116159851641,116.3944961183054,214.8314999999975,0.577084336436868,71.17967200000203,5.5917,2.8637999999999995,2.8496999999999995
2016-05-04,5707.4619,-0.1108,4765666,88.0853922949948,0.0296091770227861,113.58825781235116,79.05059999999867,0.5452350086615347,76.61519400000088,4.8558,2.6141999999999994,1.5771999999999995
2016-05-05,5735.5295,0.4918,3735019,94.71168555963088,0.0340858667691506,109.84045699873998,45.680599999998776,0.5361242759347025,98.34643400000186,5.2982000000000005,5.6689,1.234799999999999
2016-05-06,5544.0526,-3.3384,4535538,49.50717598975596,2.0563900203220268e-05,105.67346183259724,-43.90550000000076,0.4808331103099763,108.67681999999968,1.6825,2.826199999999999,-0.7305000000000006
2016-05-09,5477.4188,-1.2019,4392118,33.776044716076896,-0.0114757991318101,105.78368158115931,-51.86070000000018,0.4770008433371162,102.59122800000024,-1.063200000000001,0.819699999999999,-0.883600000000001
2016-05-10,5550.0133,1.3253,3925304,50.91439806298326,0.0019919914131477,103.65603393055932,-13.556700000000092,0.4861283029676837,106.65298000000077,-2.834,2.7577,-0.5424000000000004
2016-05-11,5653.0685,1.8568,6577622,75.24401575903649,0.0197310066079959,105.97046611810306,124.77739999999994,0.5450938245186425,113.33048999999846,-0.8663999999999998,3.9894,1.8796999999999988
2016-05-12,5631.4273,-0.3828,4007427,70.13488858754175,0.015390852789807,106.82175176109116,78.30310000000009,0.5252716789712295,119.5411179999992,-1.7410000000000003,3.5571999999999995,1.050199999999999
2016-05-13,5568.9546,-1.1094,4094457,55.3861237756718,0.0046174136935053,105.32114607897373,-88.77570000000014,0.4819567187854068,122.6902459999992,0.488,2.1705,-0.7644000000000001
2016-05-16,5647.5413,1.4112,3612685,73.93913582158902,0.0184758352870415,106.93564153052571,57.48439999999937,0.5185019923163076,125.19064200000048,3.1011,2.0379,0.8292999999999986
2016-05-17,5597.2939,-0.8897,3902376,62.07656088873109,0.0090575757120776,107.52312880669362,53.10319999999865,0.5205133373647786,108.3789880000004,0.8861000000000001,-1.9479,0.9158999999999996
2016-05-18,5509.7631,-1.5638,3399171,41.411995678730335,-0.0062200825282773,107.7974302923018,-60.25430000000051,0.4834375460536011,85.43886399999974,-2.5345,-3.4009,-0.7867
2016-05-19,5504.205,-0.1009,2574736,36.28073426981746,-0.0079476215564482,103.87152106109016,43.21429999999964,0.5393493834409865,58.69766999999956,-2.2526,-3.9936,1.6752999999999991
2016-05-20,5552.237,0.8726,2526502,48.34327201861424,-0.0006950272574716,97.72378534875848,193.0882000000001,0.570244271708425,53.4882120000002,-0.2705999999999999,0.2174,3.0436
2016-05-23,5599.7625,0.856,3095636,60.27860966394313,0.0064090387430723,94.75206490077122,177.05449999999928,0.5712614778179943,58.23671599999943,-0.8258,2.2753,3.095
2016-05-24,5556.0279,-0.781,2521096,44.1932626196317,-0.0027922063896248,89.48943426799654,165.8701999999994,0.5668681828359403,51.831670000000486,-0.7171000000000001,0.1689999999999998,2.9266999999999994
2016-05-25,5521.5644,-0.6203,2572573,32.82960455438948,-0.0097012073282005,87.46419291217083,48.54669999999987,0.5384221615865225,33.071577999999135,0.2264,-2.3081,1.6812999999999998
2016-05-26,5494.7699,-0.4853,2887650,25.491260873652248,-0.0149654631622609,86.78390914913541,16.154599999999846,0.5256910088191009,16.441518000000542,-0.1580000000000001,-2.4106,1.1465999999999998
2016-05-27,5477.6274,-0.312,2687706,20.63768498374272,-0.0182118083129119,88.10073048581114,-53.67180000000008,0.5124676173047754,3.777439999999842,-1.3426,-1.6132,0.5573000000000006
2016-05-30,5459.9674,-0.3224,5996390,18.57167023256751,-0.0206554101191654,91.75609348638667,-158.11419999999998,0.4690252502543957,-17.195012000001952,-2.5210000000000004,-3.3468000000000004,-1.3089000000000004
2016-05-31,5626.3403,3.0471,7465487,64.03872215680106,0.009978720410771,83.96603377426808,-152.6229000000003,0.4677909817595294,-18.72629400000187,1.3071000000000002,0.5899999999999999,-1.3579
2016-06-01,5642.5541,0.2882,6834529,71.09245471526752,0.0134796730903892,77.36224903684925,-73.01180000000022,0.4774449708094783,-8.086621999999807,2.2156,2.442,-0.9589
2016-06-02,5679.5124,0.655,5240957,81.5794558823404,0.0206313386327462,69.69102148538917,-56.95330000000013,0.4814263238733712,5.742476000000352,3.3559,3.1979,-0.7957000000000001
2016-06-03,5819.7902,2.4699,6724137,93.70319551886122,0.0432551012915192,88.13671049299357,280.5515999999998,0.6219515755464295,26.28721399999995,6.1378,4.7952,5.012599999999999
2016-06-06,5745.2512,-1.2808,4721666,77.37578604366705,0.0274268254459736,93.49862380923796,264.6223999999993,0.6195729623615521,35.25528200000008,5.179399999999999,2.6583999999999994,4.9337
2016-06-07,5773.42,0.4903,4231949,83.5460262135761,0.0304059326275412,100.93134150749076,206.5639999999994,0.6035260539011392,52.033902000000126,2.6226000000000003,3.929700000000001,4.098700000000001
2016-06-08,5716.2104,-0.9909,3854309,71.01453846740213,0.0196209854937115,100.96485682412916,46.29919999999856,0.5330434874482292,68.32216799999969,1.3435,3.5590999999999995,1.250999999999999
2016-06-13,5558.2864,-2.7627,4802476,36.422045759416505,-0.0079013196904552,99.6372300122844,-89.98360000000139,0.4735118139796804,72.8194420000018,-2.0742000000000003,1.2816999999999996,-1.128900000000001
2016-06-14,5614.8243,1.0172,4194461,48.8064008509468,0.0017800386326482,99.49772241976471,93.9977999999992,0.5235114741272453,85.77438200000142,-3.5269000000000004,2.6109,0.9976999999999996
2016-06-15,5706.5593,1.6338,5124178,68.9005114267114,0.0176113581031212,99.31103114978416,116.27089999999951,0.528458621542078,107.92789000000084,-0.6123000000000003,4.5671,1.2203
2016-06-16,5664.5973,-0.7353,4044912,59.70893713140178,0.0095227620371304,99.3942764958279,130.20390000000043,0.5322919358248573,109.68364600000224,-1.8379,0.7847,1.3746999999999994
2016-06-17,5704.4314,0.7032,3572644,68.43440516526093,0.0148614110686755,100.83977080997212,263.8086000000003,0.589148539282934,114.29685400000108,-0.1438000000000001,1.1997,3.6417
2016-06-20,5695.5292,-0.1561,3314343,66.48442106794168,0.0115560742103429,101.40570478678076,305.8228000000008,0.5875606076142206,115.4406800000006,2.4628,0.3886000000000003,3.5865
2016-06-21,5639.6615,-0.9809,3207176,54.24687006326904,0.0008566578321125,101.40777291173264,120.95780000000104,0.5420868061626934,96.5294560000002,0.4647000000000001,-3.0622,1.7330000000000003
2016-06-22,5685.5135,0.813,2735436,64.29053015069434,0.0082267373568094,101.62461116767788,132.6673000000019,0.541128427774587,87.5667199999998,-0.3560999999999999,-0.9684,1.6900000000000004
2016-06-23,5653.3186,-0.5663,2821522,57.23839213820516,0.0016534660503066,101.58649024868014,144.9842000000017,0.5468429517921174,74.30110399999921,-0.1871,-2.025,1.9047
2016-06-24,5572.4762,-1.43,4092485,39.53025320747872,-0.0131152802010571,102.21418139242812,124.77760000000217,0.5258982800703866,59.65701199999967,-2.3203,-2.4641,1.095
2016-06-27,5708.732,2.4452,3699783,69.37643091270874,0.0091037210063801,101.1528847502769,311.70350000000235,0.587130903061865,72.20244599999933,0.2809999999999998,2.7438,4.0255
2016-06-28,5750.5426,0.7324,4582051,78.53484176613505,0.0140483914996754,100.16504480443868,396.90030000000206,0.6077752787969746,83.22649799999817,1.9943,2.459,5.069899999999999
2016-06-29,5768.2537,0.308,4105201,79.89311303100378,0.0144142255644241,98.5184555921084,439.1835000000019,0.6212504732773768,86.28869399999985,1.4893,1.1332,5.7003
2016-06-30,5803.3805,0.609,3759930,87.74508114392606,0.0190053655270952,100.68344183311656,297.2252000000017,0.5774199979115443,95.26130000000012,2.6646,2.4775,3.2622
2016-07-01,5798.2572,-0.0883,3426238,86.35467436180868,0.0167159422516195,101.53783890481508,242.46370000000115,0.5691407541582207,99.99491000000036,4.0063,1.6859999999999995,2.8857
2016-07-04,5889.4157,1.5722,5148475,99.13896303084628,0.0308034524230955,105.828049291942,309.6634000000013,0.5872805306281701,110.05854200000158,3.1333,3.4143,3.8028999999999993
2016-07-05,5916.6892,0.4631,5636098,94.37156165659066,0.0346996165627097,101.27631736667138,190.90890000000127,0.5454049052768888,127.35313000000042,2.864,4.8583,1.7961000000000005
2016-07-06,6018.6611,1.7235,5639204,99.3625732029849,0.0500220160702875,114.85346252131168,411.7965000000013,0.6186960348937265,149.08859200000006,4.2795000000000005,5.768800000000001,4.800400000000001
2016-07-07,6071.9045,0.8846,8097721,92.39405617085578,0.0565599551531272,130.47111426190736,453.739700000001,0.6259889307663576,177.63646600000084,4.5551,7.2197,5.194699999999999
2016-07-08,6009.8854,-1.0214,4764632,82.71209645882107,0.0431029138467448,139.64720476265026,448.9302000000016,0.625064176458622,209.9829380000001,3.622,7.628299999999999,5.164199999999999
2016-07-11,6094.9144,1.4148,7241597,85.94969660167023,0.0529573315415035,155.2469263523769,691.8832000000011,0.7420342724488687,235.55987800000003,3.4646,6.597899999999999,9.3417
2016-07-12,6289.6621,3.1952,8784693,99.7725910119656,0.0803045778208524,187.1535363392128,820.8898000000008,0.7681956389135931,272.8373920000004,6.1967,9.0607,11.5197
2016-07-13,6238.9083,-0.8069,6409652,90.89587572605646,0.0667104023789944,205.3057550177131,594.3403000000008,0.7198368959872926,305.96863200000007,3.6663,7.945799999999998,9.079
2016-07-14,6247.5182,0.138,4563775,91.9271837752398,0.0628858127625483,220.99595554724,683.3815000000013,0.7481610404895248,339.7078599999977,2.9197,7.474799999999998,9.9523
2016-07-15,6243.5754,-0.0631,5250343,91.45490867607248,0.057365726591711,232.86776679930392,614.5561000000007,0.7366062229548733,373.51740999999856,3.878,7.499999999999998,9.185999999999998
2016-07-18,6199.523,-0.7056,5687895,86.17823941094257,0.0454437677786491,240.0974404956961,583.0545000000002,0.716328933196403,395.2482699999992,1.7575999999999998,5.2222,8.6365
2016-07-19,6128.6292,-1.1435,5627848,77.68646290050793,0.0292453622931453,243.23213820567244,604.6957000000002,0.7105410925209078,404.7507379999988,-2.5811,3.6156,8.4739
2016-07-20,6150.5389,0.3575,4722388,80.31084297056573,0.0289071806311338,246.06350615189305,566.3931999999995,0.703837588847198,404.4761159999998,-1.4167,2.2496,8.0184
2016-07-21,6191.2251,0.6615,4616921,85.18430323731468,0.031074407743711,249.56701444573864,639.2743,0.7339175664598914,403.5839400000005,-0.8932000000000001,2.0264999999999995,9.246199999999998
2016-07-22,6083.7335,-1.7362,4207141,69.83209356690348,0.0088779845104575,249.30460568990372,625.2920000000004,0.7227204783258595,402.3554500000009,-2.5663,1.3116999999999996,8.94
2016-07-25,6123.4897,0.6535,3258834,69.69412094006441,0.011990594905353,249.566365617513,509.3235000000004,0.6955406137332246,395.37173200000143,-1.2072,0.5503999999999998,7.148299999999999
2016-07-26,6254.0571,2.1322,4234877,89.3472911362093,0.0292861645843076,252.089806577822,587.2616000000007,0.7171983067470945,378.10918200000015,2.0685,-0.5125999999999997,8.5481
2016-07-27,6139.6759,-1.8289,7986124,67.68322931654313,0.0073824488916504,251.6239090820242,407.0638000000008,0.651214679937733,358.343249999999,-0.1178999999999999,-1.5345999999999995,6.411199999999999
2016-07-28,6226.2956,1.4108,6429959,83.65729083256834,0.0180625788448541,251.6723472771382,516.6890000000012,0.6639258572415548,343.6409560000002,0.6314000000000004,-0.2617999999999996,7.212999999999999
2016-07-29,6189.3188,-0.5939,4805240,76.83817603690677,0.0087912624361031,251.05785352125872,471.3402000000015,0.6490109479970142,324.6241820000005,1.7737,-0.7926,6.7074
2016-08-01,6072.7405,-1.8835,4006828,44.27377560473626,-0.0116862628852138,248.4736954664566,238.00830000000133,0.5712538950025637,300.5752219999995,-0.7632999999999996,-1.9705,3.2517
2016-08-02,6079.2551,0.1073,3488657,45.77283975389446,-0.0119330994989123,245.0309111178151,290.2435000000014,0.5644624898160885,285.0974500000011,-2.7882,-0.7196999999999998,2.8959
2016-08-03,6109.4889,0.4973,3903973,35.73994097814618,-0.0077515670074694,236.73516685091784,209.39610000000172,0.5393135145062324,270.79792199999974,-0.4619999999999997,-0.5798999999999996,1.6697000000000002
2016-08-04,6103.3496,-0.1005,3322115,33.17678636629509,-0.0090017100577074,225.64262233904495,104.4923000000017,0.5167370768057267,251.06393800000117,-1.9733,-1.3419,0.6845999999999999
2016-08-05,6105.1441,0.0294,3669005,33.44176231145377,-0.0094763649903524,219.0925484168741,173.7310000000016,0.5445898168513227,241.5334039999998,-1.35,0.4237000000000004,1.7353999999999998
2016-08-08,6148.6947,0.7133,3565266,47.25998428139409,-0.0028455722819735,208.1314284222089,184.06860000000236,0.5275587612817929,230.97540799999933,1.2468,0.4835000000000002,1.0339
2016-08-09,6209.5164,0.9892,3467176,66.55817423030715,0.0076729479547993,180.27938967935617,68.71760000000268,0.4645936165199581,211.88355800000045,2.1287000000000003,-0.6594999999999995,-1.1720999999999993
2016-08-10,6155.3625,-0.8721,3088982,52.66123211150036,-0.0004374935423013,157.76351974588715,88.96360000000277,0.4627707268930572,199.54431600000223,0.7593,0.2972999999999999,-1.2372999999999998
2016-08-11,6115.1767,-0.6529,3605534,39.062165296522096,-0.0058950160842311,134.62377235221433,-31.46969999999783,0.440807368580801,178.6556980000023,0.2069000000000001,-1.7664,-2.0282
2016-08-12,6175.0377,0.9789,3920652,59.3194138423121,0.0043957375396745,111.45848107023544,77.36370000000261,0.4726784131205673,166.57791600000292,1.1564,-0.1935999999999997,-0.9861999999999996
2016-08-15,6269.6501,1.5322,6534791,91.1781686175059,0.0192035649900426,97.41497380361766,230.70190000000275,0.5331556695241223,174.46612200000345,1.9753,3.2221,1.2516000000000005
2016-08-16,6240.5203,-0.4646,5975832,77.06481187490077,0.0135464027400528,91.22090853923568,230.05780000000232,0.5530482476629094,182.1780400000007,0.5215,2.6502000000000003,1.9305000000000003
2016-08-17,6237.8639,-0.0426,4551678,76.21457451003492,0.0123970364840001,84.3800669576151,178.4121000000032,0.542794505838665,185.1632860000027,1.3509999999999998,2.1103,1.5304000000000002
2016-08-18,6195.8516,-0.6735,4791200,62.76764360958468,0.0055407441621328,73.73923098220256,91.86090000000333,0.5054602968791916,185.96485400000165,1.3304,1.5373,0.1954000000000006
2016-08-19,6182.5496,-0.2147,3586361,58.51005535952973,0.0025780050754736,72.84782632804084,177.4571000000033,0.5524362756775576,184.3786200000013,0.1368,1.2932,1.7169
2016-08-22,6186.2243,0.0594,4475255,59.68622131521124,0.0026638886482314,71.11333114219356,138.49120000000312,0.535582993180032,175.5728220000019,-1.336,0.6393,1.1228000000000002
2016-08-23,6204.6825,0.2984,4010991,65.59416113156715,0.0060581517358414,59.528691760973125,21.4756000000034,0.4745040664400361,163.29226800000106,-0.573,-0.0514999999999999,-0.7109999999999999
2016-08-24,6186.7596,-0.2889,3120189,59.85755547475541,0.002769267007275,58.79659219354988,132.95800000000327,0.5334182562845672,156.82797200000186,-0.8192999999999999,0.5317000000000001,0.8290000000000003
2016-08-25,6167.0625,-0.3184,3818197,53.55307934183098,5.676120002390932e-05,53.35626084132585,-31.49109999999746,0.4602068782601008,151.96724800000084,-0.4641999999999999,0.8662000000000002,-0.9001999999999996
2016-08-26,6172.3226,0.0853,3275274,55.23668631477613,0.0010476944356721,51.99531801444752,56.62960000000294,0.4897707916759239,142.33791400000155,-0.1642,-0.0274,-0.2209999999999998
2016-08-29,6137.0096,-0.5721,4161588,43.934008982480655,-0.0051979444575224,49.97114541640195,120.80580000000371,0.5574438942155727,120.24425599999996,-0.7957000000000001,-2.1317,1.0904
2016-08-30,6114.7616,-0.3625,3158790,24.11926119221977,-0.0090894814994931,48.8353403202688,6.40400000000318,0.5318380497014221,98.16638400000012,-1.4566,-2.0296,0.6206000000000003
2016-08-31,6142.5228,0.454,2794716,34.45823757275963,-0.0048570789425771,48.12414162878926,-11.870399999997062,0.5297488379762751,79.49208799999997,-0.7137,-1.533,0.5772999999999999
2016-09-01,6101.3474,-0.6703,2951166,18.551107268454448,-0.0115118252505878,49.13960157823972,-47.75599999999668,0.5003650452169343,61.08109199999944,-1.0656,-1.5298000000000005,0.0074999999999994
2016-09-02,6102.3792,0.0169,3440964,18.94971850351209,-0.0113225181502986,49.883113633861285,-25.370499999996355,0.499756340032358,42.46599199999855,-1.134,-1.2982,-0.005
2016-09-05,6117.4272,0.2466,2952005,18.651878195191763,-0.0086334115854046,51.13548782338011,-104.86379999999644,0.4759177005156481,27.41237799999726,-0.3152999999999999,-1.1109999999999998,-0.4716999999999997
2016-09-06,6179.8607,1.0206,3631224,44.7307402965799,0.0017250288335545,50.08711478972288,-92.74929999999677,0.4775926472534071,16.34383599999728,1.0678,-0.3888000000000002,-0.4403000000000002
2016-09-07,6148.7555,-0.5033,3621445,31.73790437618306,-0.0032635977697808,50.2854111837411,-68.09449999999651,0.4962193716225505,4.9333899999974165,0.1105,-0.6032000000000001,-0.0715
