date,close,vol,RSV,SD,ACD,change,change1,change5,change10,change20
2009-02-09,1583.124,12824199,98.72573739698441,347.6812581754012,366.6500000000001,0.02576,0.02576,0.108851,0.086703,0.030194000000000012
2009-02-10,1625.805,11614599,99.99999999999999,217.05262337508864,387.46400000000017,0.02696,0.02696,0.09516,0.094556,-0.038567000000000004
2009-02-11,1616.753,14056900,91.52593232748787,174.05547061340303,341.9549999999999,-0.005568,-0.005568,0.031190999999999997,0.028217999999999986,-0.040971
2009-02-12,1659.087,11785361,100.0,153.30828402530017,446.33399999999983,0.026185,0.026185,-0.007296999999999998,0.030856000000000005,-0.04051999999999999
2009-02-13,1718.007,13139264,99.69369760263602,150.49458655228597,469.66999999999985,0.035514000000000004,0.035514000000000004,-0.011483999999999987,-0.06130499999999999,-0.06348599999999999
2009-02-16,1738.742,13786048,98.38441309676476,154.09874836997864,494.05499999999984,0.012069000000000002,0.012069000000000002,-0.022148,-0.155943,-0.10357200000000003
2009-02-17,1674.393,11922217,85.3272162070029,151.7036100990911,469.0239999999999,-0.037009,-0.037009,-0.0006040000000000004,-0.146367,-0.10548000000000005
2009-02-18,1600.626,9643262,67.12235656346499,149.94306816001782,336.89999999999986,-0.044056,-0.044056,-0.0029730000000000034,-0.10900999999999998,-0.03247899999999997
2009-02-19,1635.837,9829532,73.5375060566786,150.59611271934526,333.9749999999999,0.021998000000000004,0.021998000000000004,0.038153,-0.0037980000000000028,0.026317
2009-02-20,1676.488,8510095,83.24036480896702,152.83877767540426,382.4949999999999,0.024849999999999997,0.024849999999999997,-0.049821000000000004,-0.01772200000000001,0.027418999999999992
2009-02-23,1732.84,10446316,96.69084564360712,157.1098985715004,475.13699999999994,0.033613,0.033613,-0.133795,-0.056509000000000004,-0.005321999999999992
2009-02-24,1664.605,12737887,79.88799854976253,157.99501850979942,377.23699999999985,-0.039378,-0.039378,-0.145763,-0.13312300000000005,-0.025171000000000054
2009-02-25,1659.728,10612812,77.60768654468502,158.345262142004,369.876,-0.00293,-0.00293,-0.10603699999999998,-0.06918899999999997,0.02316100000000003
2009-02-26,1550.225,10337890,48.31241055644412,158.4983948922323,217.80299999999988,-0.06597599999999999,-0.06597599999999999,-0.041950999999999995,-0.07137599999999998,0.003550000000000015
2009-02-27,1458.57,8503837,22.227680547607974,161.3514991852285,141.46299999999997,-0.059123999999999996,-0.059123999999999996,0.032098999999999996,-0.0021809999999999985,0.093553
2009-03-02,1490.141,6081323,23.959704093608885,163.27863112748994,151.95800000000008,0.021644999999999998,0.021644999999999998,0.077286,0.052370999999999994,0.17625599999999997
2009-03-03,1490.66,6687585,17.369443565928538,164.90766495117532,151.548,0.000348,0.000348,0.012640000000000005,0.04088700000000001,0.16008399999999998
2009-03-04,1581.823,8663793,46.78958001200523,163.98442109842242,201.64800000000014,0.061155999999999995,0.061155999999999995,0.036848000000000006,0.07653100000000002,0.177916
2009-03-05,1594.594,11451329,50.91103896523016,163.6876324228782,263.97500000000014,0.008074,0.008074,-0.029424999999999996,0.030115000000000006,0.13470900000000002
2009-03-06,1572.37,8547319,43.73890649506559,161.7612615539592,163.31200000000013,-0.013937,-0.013937,-0.03427999999999999,0.045141000000000014,0.133111
2009-03-09,1504.757,7853688,21.91882942949536,156.38765736157222,37.95600000000013,-0.043001,-0.043001,-0.024914999999999996,0.051187,0.14734900000000004
2009-03-10,1541.708,5920888,33.84366145366065,147.7110095230443,34.993000000000166,0.024556,0.024556,0.028247,0.107952,0.20174399999999998
2009-03-11,1533.819,6752696,31.29772224122685,140.6861317801856,35.04800000000023,-0.005117,-0.005117,0.039683,0.09235,0.15224100000000002
2009-03-12,1538.757,5372032,32.891314310056636,131.20933910828577,18.929000000000315,0.003219,0.003219,0.05954000000000001,0.074926,0.179507
2009-03-13,1531.722,5198215,30.620978100211065,117.0212616596734,-69.23199999999974,-0.004572,-0.004572,0.079421,0.09573400000000001,0.21988000000000002
2009-03-16,1547.286,4305418,36.964968824362224,100.49537633699558,-80.06999999999971,0.010161,0.010161,0.076102,0.12388500000000001,0.24117699999999997
2009-03-17,1602.976,7378048,55.60341509617096,91.81859265999043,44.61200000000031,0.035992,0.035992,0.079705,0.11919700000000001,0.258079
2009-03-18,1626.604,9761650,63.511283807075884,89.93692603828389,142.0070000000003,0.01474,0.01474,0.05266699999999999,0.101385,0.257519
2009-03-19,1664.178,9640636,76.08662911533486,88.16950771516616,144.37000000000035,0.0231,0.0231,0.015386,0.10459400000000002,0.22666799999999998
2009-03-20,1651.046,9130896,71.69158374917589,83.96529693700097,71.20100000000048,-0.007891,-0.007891,0.016312999999999998,0.08796999999999998,0.179772
